at,score,content
2025-01-27 06:05:06,1,"setelah diupdate buka aplikasinya jadi susah banget , muncul warna merah aja ,loadingnya lama bngt padahal buka aplikasi yg lain lancar2 aja , jdi kalo mau blnja buru buru gak bisa"
2025-02-13 09:54:26,1,"Verifikasi by email sms atau whatsapp lama banget nerima OTPnya, servernya malah turu, di email direct dri pihak alfanya malah pake chat otomatis, udh diemail masih aja ga ada balasan, emg aplikasi sampah"
2025-02-04 01:36:41,1,Kenapa setelah diupdate bukanya tambah bagus ini malah tambah jelek mau login cuma loading terus ditungguin sampe 5menit tetap loading padahal aplikasi lain lancar bgt berarti bukan karna jaringan kan
2025-02-03 06:45:46,1,"Kenapa alfagift ku ga bisa di buka ya dulu uninstall lama karena memori hp ku gak cukup,dan sekarang baru install lagi tapi password salah terus padahal udah bener,apa karena nomor hpku sudah tidak aktif? Tp dulu2 masih bisa login loh walau nomer hp sudah tidak aktif kenapa sekarang tidak bisa,alhasil cuma punya kartunya aja padahal pengen ngecek2 promoan di aplkasi,tolong lah di perbaiki jangan salah2 terus kalo login,pdhal di google dah ke save nomer hp & password tapi salah2 terus kan aneh !!"
2025-01-25 22:42:44,1,aku pengguna alfagift since 2022 dan baru kali ini kecewa sama pelayanan 😿 aku mesen dari 20:35 sampai 22:43 pun belum dikirim barangnya!! walaupun 2 barang saja tapi kan aku bayar pakai uang dan itupun butuh sekali barangnya..
2025-02-11 09:21:36,5,"Aplikasi ini sangat rekomendasi kita, bisa belanja tanpa harus keluar. Karena bisa di antar sampai rumah,gratis ongkir dan banyak juga promo menarik di dalamnya."
2025-01-29 20:48:37,1,Tolong dong saya mau Penukaran poin gak bisa. Di toko dan di aplikasi. Udah komplain lewat DM dan lewat email jg ga ada solusi.. Bisa ga sih benerin aplikasi dan sistemnya.
2025-02-10 09:09:40,1,"Sudah beberapa hari ini saya gak bisa chekout barang via alfagift , Barang sudah masuk keranjang tapi selalu loading di pembayaran , Akhirnya terbatalkan , Entah kenapa , Tolong dong solusinya ..."
2025-01-29 18:00:17,5,"Sangat lebih menguntungkan belanja di alfagift daripada langsung ke alfamart.. Krn kalau di alfa langsung, harganya suka beda sama tag nya, trus kasir sering curang😅😅"
2025-01-30 14:04:45,5,"Aplikasi ini sangat memudahkan kami para Ibu rumahtangga yang sibuk di dapur jika berhalangan belanja langsung ke toko kita bisa duduk manis dirumah pilih2 barang apa yang diperlukan/yang dibutuhkan lalu payment atau COD auto barang segera diproses dan diantar ke tempat tujuan dgn pelayanan yg baik serta kurir2nya yang ramah, packing belanja rapi juga bersih, Hanya sedikit correct.. mohon sesuai dengan permintaan pengiriman misalnya yang dipilih satu jam setelah pemesanan mohon tepat waktu 🙏"
2025-02-13 13:26:49,5,"Aplikasi yang sangat bermanfaat , saat kebutuhan pokok habis ngga perlu repot repot lagi keluar rumah untuk belanja , sisa pesan di alfagift saja !! praktis dan pengiriman cepat."
2025-01-30 13:49:10,5,mantap sih memudahkan customer untuk tetap bisa berbelanja di rumah dengan gratis ongkir dan promo nya yg sangat banyak. terus tingkatkan performa aplikasinya
2025-02-11 07:13:05,5,"aslii aku belanja di alfagift tuh enak ga bikin ribet. pesenan juga cepet nyampenya, yang penting nihh banyak banget diskonnya ada promo juga yang bikin nagih buat belanja terus. the best lahh pokoknya"
2025-02-02 19:48:56,1,"Saya ingin menyampaikan keluhan terkait pengiriman yang amat lama, saya pilih yg maksimal 1 jam. Seharusnya apabila ada kendala pengiriman konfirmasi ke customer. Dan baiknya di aplikasi dibikin map yang bisa lihat posisi crew yang sedang melakukan pengiriman"
2025-02-10 17:07:11,4,"App Uda bagus cuman kurang di update aja apa yang di toko sama di app, sudah bilang ke petugas Alfa nya tapi katanya itu bukan urusan mereka tapi TIM IT, yaa pembeli masa' di suruh bilang ke TIM IT mana kita tahu lah siapa aja TIM IT Alfa, kalo perlu d catumkan juga nama atau tempat buat ngehubungi TIM IT Alfa biar kalo kurang update pembeli langsung kasih tau, karena PETUGAS ALFA nya gak mau ngomong ke TIM IT. gk habis pikir... ada-ada aja Alfamart sekarang"
2025-01-27 07:08:22,1,"Barang belanjaan sudah banyak nih di keranjang, hingga sampailah di laman pembayaran, tapi ketika kita berfikir ada yang lupa, kembali ke halaman sebelumnya, bammm!! hilang semua barang yang sudah masuk keranjang. Bagus Sekali"
2025-02-13 10:45:52,5,"Aplikasi ini sangat baik di gunakan dlm berbelanja online,dan Banyak Promo menarik yang bisa kita beli di Alfa Gift ini, Terimakasih Cukup sekian Dan Trimakasih Selamat Berbelanja Di Alfamart..☺️"
2025-02-13 10:27:57,5,"Aplikasi alfagift sangat membantu untuk berbelanja barang2 yang kita perlukan dan banyak promo2 menarik ataupun voucher2 potongan harga tertentu diaplikasi tersebut,untuk pengiriman gratisss ongkir hanya dialfagift👍"
2025-02-11 11:12:34,5,"Pengalaman belanja di Alfagift luar biasa! Praktis, banyak promo, pengiriman cepat, dan tanpa ribet. Pasti repeat order!"
2025-01-24 19:14:51,1,"Aku dah gabung di app ini dari tahun 2022 tapi belum pernah dapet A-point blum pernah bertambah, sekarang pun abis belanja masih ada 0 A-point ku aku dah coba tanya ke petugas Alfanya pun katanya gatau"
2025-02-13 10:32:05,5,"Aplikasi nya bagus , memudahkan kita untuk belanja online tanpa harus ketokoh lagi, produk nya lengkap,kurir nya juga ramah dan pengiriman nya juga cepat ,pokoknya menyala 😂🔥"
2025-02-13 10:10:45,5,"Aplikasinya sangat bermanfaat sekali ,cepat dan tepat saat pengiriman. dan plusnya lagi bebas ongkir dan seberapapun pesanan tetap diantarkan"
2025-02-10 12:01:16,1,"Yang bener aja pesenan sore mau dikirim besok pagi, udah gitu gak bisa diajukan pengembalian dana dengan alasan pesanan sudah dikirim. Sumpah pelayanan nya buruk banget, bikin males mau pesen-pesen lagi. Dan dari tgl 5 - 10 februari belum juga di kembalikan dana nya"
2025-02-05 10:17:27,1,"Pesanan tidak sampai², padahal di opsi pengiriman sudah pilih 1 jam setelah pemesanan tapi setengah hari blm sampai juga. Ngechat admin di instagram pun gak ada respon. Tolong di monitor kurir tokonya"
2025-02-11 08:44:01,5,"Alhamdulillah dengan adanya aplikasi alfagif mudah untuk mengetahui program promo,belanja online juga bisa .cek poin dan tidak ribet bawa kartu ponta yg lama.semoga tambah sukses selalu alfagif amin"
2025-02-10 20:28:40,1,"Tolong diperbanyak kurirnya, saya pilih pengiriman maksimal 1 jam setelah pembayaran, malah harus nunggu 2 jam lebih. Kalo gitu mah jangan adain pilihan jam pengiriman. Bikin capek nunggu."
2025-02-10 21:21:55,5,Belanja gak pakek ribet langsung diantar bisa. Pelayanan juga ramah. Pokoknya praktis kalau mau belanja bisa delivery 🤩
2025-02-11 06:45:24,5,"Aplikasi alfagift sangat membantu saya dalam berbelanja, misalnya saya ingin melihat harga produk di Alfamart tanpa pergi ke toko saya bisa melihat harganya di aplikasi ini jadi tidak khawatir kalau uang saya kurang🤩"
2025-02-13 10:58:52,5,"Alfagift Sangat membantu belanja online. Banyak promonya lagi, bisa lihat toko Alfamart terdekat, belanja menggunakan Alfagift selalu dapat point, dan pointnya bisa di tukar loh, ada voucher juga, bisa tukar di gerai Alfamart terdekat. Alfagift aplikasi Alfamart solusi tepat dalam belanja online, Alfagift GERCEP ""MANTAP"" 😎😎"
2025-02-11 07:56:23,5,"aplikasi cukup membantu..cukup pesan pakek aplikasi udah bisa kirim langsung rumah dan tanpa ongkir..solusi buat yang mager"" nih wkwk"
2025-02-09 00:30:48,1,"Skrg bnyk marketplace harga bersaing, blm vc potongan plus udeh free ongkir skrg. Coba lebih d benahin lg qlo mau adain Vocher potongan harga, masa mau back buat cek kembali detail pesanan ehh tulisan vc terpakai. Vouchr blm pakai padahal di back tau"" Ilang. Kalo kaga niat ksih voucher diskon mending ga usah cantumin."
2025-01-26 13:06:16,1,"Gajelas banget,kalo mau di cancel ya balikin juga dananya langsung lah main return aja hadeh,kurang amanah nih udah gitu notifikasi gaada jadi gatau pesanan dikirim atau tidak,lain kali langsung ke wa nya aja,,ripper"""
2025-02-11 20:33:47,5,"✅Belanja Online Mudah – Pengguna bisa membeli produk dari Alfamart secara online dan memilih antara pengiriman ke rumah atau ambil di toko. ✅Gratis Ongkir – Alfagift sering menawarkan gratis ongkir untuk pembelian tertentu, tergantung lokasi dan jumlah belanja. ✅ Poin & Reward – Pengguna yang terdaftar sebagai member Alfamart bisa mengumpulkan poin dari setiap transaksi dan menukarkannya dengan diskon atau hadiah. ✅ Promo & Diskon Eksklusif – Ada banyak promo khusus pengguna Alfagift yang tida"
2025-02-03 16:34:01,1,Kecewa sekaliiii.... sengaja beli dalam jumlah besar susu anak krn ngejar star untuk dapat tas (koleksi hadiah susu balita) ehhh tau2nya entah kemana starnya gak2 dapat2. Sudah komplain di alfacare berhari2 gak ada solusi alasannya krn pakai keanggotaan alfamidi. Jelas2 belinya di alfamart dan lgsung scan barcode aplikasi alfagift kok bisa2 nya terbaca alfamidi.
2025-02-11 13:04:19,5,Aku seneng banget belanja disini. Banyak promo juga tanpa ribet antri ke toko. Dianter pula langsung didepan rumah.. Parahnya lagi gratis ongkir
2025-02-11 08:36:46,5,"Sangat membantu banget Alfagift🤩..Apalagi musim hujan begini,jadi males keluar..pengirimannya cepat..barang untuk kebutuhan sehari-hari juga lengkap banyak promonya pula🤑🎉"
2025-02-08 06:57:29,2,"Langganan belanja disini tp baru sadar starnya ga masuk ke aplikasi (cuma sebagian). Komplain ke CS lama bgt katanya 3x24jam. Sampe saya kelupaan brp hari saya cek ga makin nambah malah jadi nol semua starnya. Walau cuma undian tapi jadi males krna ga segera dibenahi. Terakhir komplain lg malah ga dibalas. Kok lucu sih , superindopun biasa lgsg otomatis masuk pdhl :"")"
2025-02-11 17:48:57,5,"Memudahkan belanja tanpa datang di alfamart dan Aplikasinya sangat bagus, cocok buat kaum mager yg pengen belanja tinggal klik dan tunggu di rumah:)"
2025-02-11 08:37:05,5,"Aplikasinya sangat bagus, UI simpel mudah dipahami, banyak promo menarik bisa dapat voucher belanja ,good job👍👍"
2025-02-14 01:23:08,1,"Pelayanan Pengiriman nya lama, saran saya kalo pelanggan sdh membayar pesanan langsung diantar jangan membuat pelanggan menunggu lama!! Begitupun kalo Pelanggan yang membayar sistem COD kalo sdh mengajukan pesanan langsung disiapkan terus dikirim, karena kita tdk tahu kondisi Pelanggan kita bagaimana. Contoh, saya kerja shift malam istirahat jam 12.30-02.30 terus saya kehabisan air galon lalu saya pesan air mineral botol di jam 13.40 setelah melakukan pembayaran online langsung dikirim saja."
2025-02-11 10:09:19,5,"apk yang sangat membantu bangett, gak perlu repot keluar ke alfamart nya tinggal klik barang yg dibeli langsung dikirim deh sama kurir nya"
2025-02-13 11:15:42,5,Aplikasi yang paling memudahkan kita belanja di saat mager dan ongkir gratis hemat pengeluaran.
2025-02-11 07:37:36,5,sangatt bagus cocok buat kaum mager kek aku gini tinggal pesen lewat alfagift pesanan langsung diantar gak perlu ribet gak perlu antri semua ada di alfagift dan banyak promo pula🥳🥳🥳🤩🤩
2025-02-13 15:19:46,5,"dengan aplikasi ini ,memudahkan untuk belanja dirumah saja, barangnya bisa di antar kerumah,bahkan gratis ongkir,serta banyak promo dan diskon menarik."
2025-02-10 22:06:27,5,Banyak promo menarik dan sangat membatu disaat malas belanja keluar karna bisa pesan antar sampai rumahh 🤩👍🏽
2025-01-23 10:43:47,1,"Kalau pengiriman di bawah jam 8 malam itu estimasi bisa 3 jam lebih, kadang emang di maklumin kalau banyak orderan. Tapi kadang marah juga soalnya ada bbrp barang yg dibeli walaupun cuma 1 tapi urgent."
2025-02-11 12:58:16,5,"Memudahkan saya berbelanja Pembayarannya mudah, produk lengkap, banyak promo Pelayanan ramah, tepat waktu,gratis ongkir jg tanpa minimal belanja."
2025-02-04 21:02:42,1,"Kalo pesen belanjaan di alfagift status udh keterima tapi barang nya belum sampai, beda waktu barang sudah diterima sama sampai di customer hampir 1 jam"
2025-01-22 10:32:43,1,"Tolong Kariawan Alfa mart di perhatikan,sy sudah belanja,di tanya no member,no member telah di berikan tapi kenapa poin tidak bertambah.kenapa bisa gitu iya, emang berapa hari poin akan bertambah saat selesai belanja????"
2025-01-16 19:48:39,5,"Rekomendasi banget, barang yang di sediakan juga banyak tapi ada beberapa yang gak ada, mungkin karena beda daerah ya. Free ongkir dan promo di akhir pekan menjadi keunggulan unggulannya, saran tambahkan catatan pesan agar pengirim tau apa yang harus dilakukan ketika pembeli tidak ada atau sedang kekamar mandi, agar pengirim tidak lam menunggu juga. Sekian Terimakasih."
2025-01-17 17:32:37,1,Udh lama pakai ini Tapi selalu aja bermasalah Padahal password dan nomor bener Kalau reset password minta otp gak di kirim2 ampe 3kali dan gak bisa melakukan reset password lagi karna melebihi limit Aplikasi gak jelas gak bermutu Udh sering update tapi gak ada perubahaan sama sekali Nyebelin bgt
2025-02-12 22:45:07,1,2 x voucher ditolak dengan alasan voucher tidak ditemukan. Kalau gak mau kasih potongan pembayaran gak usah mengiming-imingi biar belanja lagi. Nyesel banget jadinya padahal lebih murah di tempat lain.
2024-12-12 11:07:43,3,"Biasanya gak masalah, bahkan mudah untuk membeli lewat alfa gift. Tapi ini udah pembelian kedua saya di tulang bawang. Pengiriman selalu terlambat tanpa ada pemberitahuan terlebih dahulu, dan saat di cek melalui aplikasi, pesanan telah dikirim dan telah selesai tanpa ada barang yang saya terima"
2025-02-13 19:31:29,5,"sangat memudahkan untuk belanja keperluan sehari-hari. selain banyak barang yang lengkap beserta promo yang menarik, karena juga lebih praktis untuk belanja"
2025-02-06 07:12:35,5,"Sangat berguna dan membantu sekali aplikasi alfagift, ketika lagi ga ada kendaraan buat ke alfa bisa pesen di aplikasi dan diantar ke rumah. Makasi ya jgn lupa banyakin diskon dan vouchernya ya."
2025-02-03 18:30:13,2,Hari ini sedikit kecewa..niat hati ingin membeli salah satu produk yang sedang dipromosikan tapi mengapa harga berbeda antara yang tertera di Alfagift dengan outlet Alfamartnya.. Bahkan kasir/ karyawan yang bilang harga di alfagift berbeda dengan yang di outlet..Harganya normal tp di alfagift sedang ada promo...Jadi bingung mana yg bener.. Alhasil tidak jadi membeli produk yg diinginkan.. 😔
2025-01-25 19:53:47,1,"kecewa bgt saat melakukan pembayaran via virtual account,pada mbanking sudah berhasil melakukan pembayaran dan saldo rekening juga sudah terpotong tapi pada aplikasi alfagift status pesanan belum dibayar. tlg tanggung jawab nya!!"
2025-01-26 17:57:51,1,Tidak bisa di buka sdh 3 bln lebih...kenapa tidak ada perubahan...setiap mau masuk ...harus baca syarat dan ketentuan...tidak pernah ada perubahan ..yg keluar selalu baca syarat dan ketentuan
2025-02-07 21:48:33,1,"Alfagift di jkt jelek bgt . Gk sesuai banget, apaan dah pilih maksimal d kirim 1 jam, eh malah selalu lebih dari 2 jam sampe capek nungguin gk dteng"" , tolong d perbaiki itu untuk alfagift di jkt jelek banget pelayanan pengiriman nya"
2024-12-03 05:49:18,5,"nih ya, aku kasih bintang 5 ke alfagift soalnya setiap kali belanja, bisa nambah poin, banyak promonya, apklikasinya mudah dipahami apalagi kalau ada event tertentu bisa dapet voucher belanja 😍 di alfagift bisa lihat promo2nya, apalagi kalau ada promo beli 2 gratis 1, cuan habis dah 😍 sering juga ambil tebus murahnyaa semoga kedepannya, alfagift bisa lebih banyak dipakai semua orang untuk berbelanja dengan mudah dan sukses selalu🩵"
2025-02-11 15:32:47,5,"Sangat berguna dan membantu, pengiriman cepat banyak voucher diskon, ga perlu cape"" keluar rumah. Cukup 1 detik barang sudah diantar"
2024-12-11 14:08:56,5,"sangat mudah di gunakan, jd update soal promo. kadang ada stok yg ternyata tidak ada di toko, tp uang dikembalikan jika sudah membayar. sayangny untuk terkadang beberapa item ada batasan pembelian"
2024-12-03 05:11:15,5,"Saya kasih bintang 5 ke alfagift karna memang aplikasi terbaik, ntuk transaksi belanja lebih mudah Selain banyak harga yg promo, ada juga beli 1 gratis 1 dan belanja 25.000 saja udh bisa tebus murah Semoga alfagift kedepan nya semakin sukses lebih banyak harga promo lagi yg bikin para mak2 seperti saya ini❤️"
2024-12-10 11:20:10,5,"Saya memberikan bintang 5 karena memang seneng banget belanja di Alfagift,dengan banyak promo,potongan harga jadi semakin menarik,apalagi dapet poin juga bisa buat potongan belanja Pengalaman saya belanja di Alfagift ini saya beli barang dengan potongan harga yang lebih murah,beli produk dan gratis produk serupa,bener"" Belanja Puas Harga Pas banget deh Harapanku untuk Alfagift semoga lebih kreatif,penjualan semakin banyak,bisa dikenal banyak masyarakat dan bisa menjadi aplikasi belanja nomor 1👍"
2024-12-05 16:44:33,1,"Tolong banget diperpanjang waktu expired pembayaran, jangan kebentaran. Pasti voc promosi hilang pas pembayaran expired. Jadi njengkelin. Apalagi kadang barang tiba tiba ada yang tidak tersedia atau habis, padahal sebelumnya checkout banyak aman."
